City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
496,Pedernales,DO,2020-07-12 21:17:42,18.04,-71.74,93.2,52,40,16.11,scattered clouds,0,0
497,Sinnar,SD,2020-07-12 21:17:43,13.57,33.57,78.84,70,100,23.33,overcast clouds,0,0
498,Iglesias,IT,2020-07-12 21:17:43,39.31,8.54,77.0,61,32,12.75,scattered clouds,0,0
499,Xam Nua,LA,2020-07-12 21:17:43,20.42,104.04,64.26,91,100,1.95,overcast clouds,0,0
500,Muisne,EC,2020-07-12 21:17:43,0.6,-80.03,76.39,87,95,9.86,overcast clouds,0,0
501,Tynda,RU,2020-07-12 21:17:43,55.17,124.72,68.59,73,44,0.45,scattered clouds,0,0
502,Kysyl-Syr,RU,2020-07-12 21:17:44,63.9,122.76,68.09,63,32,1.23,scattered clouds,0,0
503,Lavrentiya,RU,2020-07-12 21:17:44,65.58,-171.0,45.97,75,5,5.17,clear sky,0,0
504,Lumberton,US,2020-07-12 21:15:01,34.62,-79.01,93.2,44,1,6.93,clear sky,0,0
505,Osakarovka,KZ,2020-07-12 21:17:44,50.56,72.57,62.31,82,12,7.52,few clouds,0,0
506,Irbeyskoye,RU,2020-07-12 21:17:44,55.64,95.45,54.32,85,59,4.07,broken clouds,0,0
507,Matamoros,MX,2020-07-12 21:17:44,25.53,-103.25,96.8,16,20,6.93,few clouds,0,0
508,Taltal,CL,2020-07-12 21:17:45,-25.4,-70.48,61.41,66,22,4.41,few clouds,0,0
509,Sawakin,SD,2020-07-12 21:17:45,19.11,37.33,84.45,52,24,3.13,few clouds,0,0
510,Okazaki,JP,2020-07-12 21:17:45,34.95,137.17,69.8,83,75,3.36,broken clouds,0,0
511,Opuwo,NA,2020-07-12 21:15:41,-18.06,13.84,54.64,41,0,5.44,clear sky,0,0
512,Natal,BR,2020-07-12 21:13:10,-5.79,-35.21,80.6,65,20,11.41,few clouds,0,0
513,Tyulgan,RU,2020-07-12 21:17:45,52.34,56.17,71.11,77,91,3.2,overcast clouds,0,0
514,North Bend,US,2020-07-12 21:16:13,43.41,-124.22,77.0,77,20,19.46,few clouds,0,0
515,Broken Hill,AU,2020-07-12 21:17:46,-31.95,141.43,41.0,93,75,9.17,broken clouds,0,0
516,Nhulunbuy,AU,2020-07-12 21:17:46,-12.23,136.77,75.2,60,99,16.11,overcast clouds,0,0
517,Yeppoon,AU,2020-07-12 21:17:46,-23.13,150.73,59.0,77,84,8.05,broken clouds,0,0
518,Catamarca,AR,2020-07-12 21:17:46,-28.47,-65.79,72.0,55,71,0.16,broken clouds,0,0
519,Asyut,EG,2020-07-12 21:17:46,27.18,31.18,84.78,21,0,11.79,clear sky,0,0
520,Malm,NO,2020-07-12 21:17:46,64.07,11.22,52.0,87,75,3.36,light intensity shower rain,0,0
521,Kuminskiy,RU,2020-07-12 21:17:46,58.67,66.57,63.32,74,45,6.38,scattered clouds,0,0
522,Salym,RU,2020-07-12 21:17:46,60.06,71.48,57.63,67,19,5.75,few clouds,0,0
523,Batken,KG,2020-07-12 21:17:47,39.83,71.0,55.94,58,42,5.06,scattered clouds,0,0
524,Snyder,US,2020-07-12 21:17:47,32.72,-100.92,104.0,17,1,13.87,clear sky,0,0
525,Xunchang,CN,2020-07-12 21:17:47,28.45,104.72,73.35,88,100,2.46,overcast clouds,0,0
526,Vilcun,CL,2020-07-12 21:17:47,-38.65,-72.23,44.6,100,90,5.82,light intensity shower rain,0,0
527,Avera,US,2020-07-12 21:17:47,33.19,-82.53,93.99,46,1,5.82,clear sky,0,0
528,Tsabong,BW,2020-07-12 21:17:47,-26.02,22.4,48.85,41,0,11.9,clear sky,0,0
529,Tagusao,PH,2020-07-12 21:17:48,9.19,117.81,79.74,80,100,3.96,overcast clouds,0,0
530,Valparaiso,CL,2020-07-12 21:17:48,-33.04,-71.63,73.4,48,100,11.41,overcast clouds,0,0
531,Port Augusta,AU,2020-07-12 21:17:48,-32.5,137.77,44.6,93,90,4.05,overcast clouds,0,0
532,Ivanava,BY,2020-07-12 21:17:48,52.15,25.54,51.28,93,0,7.45,clear sky,0,0
533,Guarapari,BR,2020-07-12 21:17:48,-20.67,-40.5,75.99,72,8,13.91,clear sky,0,0
534,San Miguelito,PA,2020-07-12 21:17:48,9.03,-79.5,86.0,83,20,2.24,shower rain,0,0
535,Pingliang,CN,2020-07-12 21:17:48,35.54,106.69,59.65,85,0,3.24,clear sky,0,0
536,Artigas,UY,2020-07-12 21:17:48,-30.4,-56.47,53.1,66,3,6.15,clear sky,0,0
537,Borogontsy,RU,2020-07-12 21:17:49,62.67,131.17,70.79,88,2,2.19,clear sky,0,0
538,Ust-Karsk,RU,2020-07-12 21:17:49,52.7,118.81,65.16,61,11,0.96,few clouds,0,0
539,Antropovo,RU,2020-07-12 21:17:49,58.4,43.01,56.8,83,80,5.03,broken clouds,0,0
540,Taksimo,RU,2020-07-12 21:17:50,56.34,114.88,65.98,70,66,1.5,broken clouds,0,0
541,Fairbanks,US,2020-07-12 21:14:47,64.84,-147.72,68.0,42,1,4.25,clear sky,0,0
542,Huarmey,PE,2020-07-12 21:17:32,-10.07,-78.15,67.3,68,23,8.16,few clouds,0,0
543,Dingle,PH,2020-07-12 21:15:07,11.0,122.67,76.24,90,85,2.59,light rain,0,0
544,Hambantota,LK,2020-07-12 21:17:51,6.12,81.12,80.65,80,96,16.87,overcast clouds,0,0
545,Camacha,PT,2020-07-12 21:17:51,33.08,-16.33,68.0,77,40,14.99,scattered clouds,0,0
546,Buchanan,LR,2020-07-12 21:17:51,5.88,-10.05,77.0,94,75,3.36,broken clouds,0,0
547,Pomerode,BR,2020-07-12 21:17:51,-26.74,-49.18,70.0,1,5,3.74,clear sky,0,0
548,Zabid,YE,2020-07-12 21:17:51,14.2,43.32,90.18,49,65,7.99,broken clouds,0,0
549,Colares,PT,2020-07-12 21:17:52,38.8,-9.45,75.99,57,0,12.75,clear sky,0,0
550,Vawkavysk,BY,2020-07-12 21:17:52,53.16,24.45,49.86,89,0,6.42,clear sky,0,0
551,Calvinia,ZA,2020-07-12 21:17:52,-31.47,19.78,48.13,50,0,13.73,clear sky,0,0
552,Lardos,GR,2020-07-12 21:17:52,36.09,28.02,78.8,69,0,12.75,clear sky,0,0
553,Pimenta Bueno,BR,2020-07-12 21:17:52,-11.67,-61.19,88.57,45,1,3.56,clear sky,0,0
554,Benito Juarez,MX,2020-07-12 21:13:15,19.39,-99.17,78.8,29,40,6.93,scattered clouds,0,0
555,Zyryanka,RU,2020-07-12 21:17:53,65.75,150.85,70.54,46,100,2.59,overcast clouds,0,0
556,Amahai,ID,2020-07-12 21:17:53,-3.33,128.92,76.71,88,73,8.16,moderate rain,0,0
557,San Jeronimo,PE,2020-07-12 21:17:53,-11.95,-75.28,63.01,37,12,7.0,few clouds,0,0
558,Jumla,NP,2020-07-12 21:17:53,29.27,82.18,59.2,69,41,2.73,scattered clouds,0,0
559,Cap Malheureux,MU,2020-07-12 21:17:53,-19.98,57.61,71.01,74,7,7.0,light rain,0,0
560,Nancha,CN,2020-07-12 21:17:53,47.13,129.27,66.29,92,0,0.18,clear sky,0,0
561,Kazachinskoye,RU,2020-07-12 21:17:54,57.7,93.28,52.61,91,0,1.88,clear sky,0,0
562,Hudson Bay,CA,2020-07-12 21:17:54,52.85,-102.38,79.34,50,100,8.55,overcast clouds,0,0
563,Macheng,CN,2020-07-12 21:15:04,31.18,115.03,70.65,90,100,4.99,light rain,0,0
564,Clarence Town,AU,2020-07-12 21:17:54,-32.58,151.78,46.99,100,90,6.93,overcast clouds,0,0
